Total Simulation steps: 7186
Td	ID	Tj	Df	Dd	Db
219	2870	219	0	0	0
219	2869	219	0	0	0
220	2872	220	0	0	0
220	2875	220	0	0	0
220	2874	220	0	0	0
220	2873	220	0	0	0
221	2876	221	0	0	0
221	2879	221	0	0	0
221	2878	221	0	0	0
221	2877	221	0	0	0
222	2880	222	0	0	0
222	2883	222	0	0	0
222	2882	222	0	0	0
222	2881	222	0	0	0
223	2884	223	0	0	0
223	2887	223	0	0	0
223	2886	223	0	0	0
223	2885	223	0	0	0
224	2888	224	0	0	0
224	2891	224	0	0	0
224	2890	224	0	0	0
224	2889	224	0	0	0
225	2892	225	0	0	0
225	2895	225	0	0	0
225	2894	225	0	0	0
225	2893	225	0	0	0
226	2896	226	0	0	0
226	2899	226	0	0	0
226	2898	226	0	0	0
226	2897	226	0	0	0
227	2900	227	0	0	0
227	2903	227	0	0	0
227	2902	227	0	0	0
227	2901	227	0	0	0
228	2904	228	0	0	0
228	2907	228	0	0	0
228	2906	228	0	0	0
228	2905	228	0	0	0
229	2908	229	0	0	0
229	2911	229	0	0	0
229	2910	229	0	0	0
229	2909	229	0	0	0
230	2912	230	0	0	0
230	2915	230	0	0	0
230	2914	230	0	0	0
230	2913	230	0	0	0
231	2916	231	0	0	0
231	2919	231	0	0	0
231	2918	231	0	0	0
231	2917	231	0	0	0
232	2920	232	0	0	0
232	2923	232	0	0	0
232	2922	232	0	0	0
232	2921	232	0	0	0
233	2924	233	0	0	0
233	2927	233	0	0	0
233	2926	233	0	0	0
233	2925	233	0	0	0
234	2928	234	0	0	0
234	2931	234	0	0	0
234	2930	234	0	0	0
234	2929	234	0	0	0
235	2932	235	0	0	0
235	2935	235	0	0	0
235	2934	235	0	0	0
235	2933	235	0	0	0
236	2936	236	0	0	0
236	2939	236	0	0	0
236	2938	236	0	0	0
236	2937	236	0	0	0
237	2940	237	0	0	0
237	2943	237	0	0	0
237	2942	237	0	0	0
237	2941	237	0	0	0
238	2944	238	0	0	0
238	2947	238	0	0	0
238	2946	238	0	0	0
238	2945	238	0	0	0
239	2948	239	0	0	0
239	2951	239	0	0	0
239	2950	239	0	0	0
239	2949	239	0	0	0
240	2952	240	0	0	0
240	2955	240	0	0	0
240	2954	240	0	0	0
240	2953	240	0	0	0
241	2956	241	0	0	0
241	2959	241	0	0	0
241	2958	241	0	0	0
241	2957	241	0	0	0
242	2960	242	0	0	0
242	2963	242	0	0	0
242	2962	242	0	0	0
242	2961	242	0	0	0
243	2964	243	0	0	0
243	2967	243	0	0	0
243	2966	243	0	0	0
243	2965	243	0	0	0
244	2968	244	0	0	0
244	2971	244	0	0	0
244	2970	244	0	0	0
244	2969	244	0	0	0
245	2972	245	0	0	0
245	2975	245	0	0	0
245	2974	245	0	0	0
245	2973	245	0	0	0
246	2976	246	0	0	0
246	2979	246	0	0	0
246	2978	246	0	0	0
246	2977	246	0	0	0
247	2980	247	0	0	0
247	2983	247	0	0	0
247	2982	247	0	0	0
247	2981	247	0	0	0
248	2984	248	0	0	0
248	2987	248	0	0	0
248	2986	248	0	0	0
248	2985	248	0	0	0
249	2988	249	0	0	0
249	2991	249	0	0	0
249	2990	249	0	0	0
249	2989	249	0	0	0
250	2992	250	0	0	0
250	2995	250	0	0	0
250	2994	250	0	0	0
250	2993	250	0	0	0
251	2996	251	0	0	0
251	2999	251	0	0	0
251	2998	251	0	0	0
251	2997	251	0	0	0
252	3000	252	0	0	0
252	3003	252	0	0	0
252	3002	252	0	0	0
252	3001	252	0	0	0
253	3004	253	0	0	0
253	3007	253	0	0	0
253	3006	253	0	0	0
253	3005	253	0	0	0
254	3008	254	0	0	0
254	3011	254	0	0	0
254	3010	254	0	0	0
254	3009	254	0	0	0
255	3012	255	0	0	0
255	3015	255	0	0	0
255	3014	255	0	0	0
255	3013	255	0	0	0
256	3016	256	0	0	0
256	3019	256	0	0	0
256	3018	256	0	0	0
256	3017	256	0	0	0
257	3020	257	0	0	0
257	3023	257	0	0	0
257	3022	257	0	0	0
257	3021	257	0	0	0
258	3024	258	0	0	0
258	3027	258	0	0	0
258	3026	258	0	0	0
258	3025	258	0	0	0
259	3028	259	0	0	0
259	3031	259	0	0	0
259	3030	259	0	0	0
259	3029	259	0	0	0
260	3032	260	0	0	0
260	3035	260	0	0	0
260	3034	260	0	0	0
260	3033	260	0	0	0
261	3036	261	0	0	0
261	3039	261	0	0	0
261	3038	261	0	0	0
261	3037	261	0	0	0
262	3040	262	0	0	0
262	3043	262	0	0	0
262	3042	262	0	0	0
262	3041	262	0	0	0
263	3044	263	0	0	0
263	3047	263	0	0	0
263	3046	263	0	0	0
263	3045	263	0	0	0
264	3048	264	0	0	0
264	3051	264	0	0	0
264	3050	264	0	0	0
264	3049	264	0	0	0
265	3052	265	0	0	0
265	3055	265	0	0	0
265	3054	265	0	0	0
265	3053	265	0	0	0
266	3056	266	0	0	0
266	3059	266	0	0	0
266	3058	266	0	0	0
266	3057	266	0	0	0
267	3060	267	0	0	0
